[02-12 14:14:42]create bugbear1070  pos = 95965 259132, angle = 145, rTime = 14400
[02-12 14:21:25]create bugbear806  pos = 28495 29164, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 36035 14063, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 36080 14555, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 16343 59251, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 15814 59294, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear818  pos = 41508 54268, angle = 190, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 35047 41646, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 30908 60084, angle = 55, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 38401 43953, angle = 310, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 52820 37961, angle = 265, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 52511 41185, angle = 25, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 47501 47047, angle = 355, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 53634 46915, angle = 325, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 35010 57989, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 28543 16504, angle = 340, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 22311 60015, angle = 10, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 15004 49896, angle = 175, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 23625 32134, angle = 310, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 44942 40129, angle = 325, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 16182 59386, angle = 310, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 12054 44747, angle = 100, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 28192 29119, angle = 115, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 14272 20047, angle = 87, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 28833 17164, angle = 160, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 12401 12282, angle = 190, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 14366 18684, angle = 10, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 25993 24676, angle = 310, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 33713 17260, angle = 310, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 53985 59576, angle = 25, rTime = 120
[02-12 14:21:25]create bugbear818  pos = 36033 14283, angle = 115, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 95929 16378, angle = 42, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 97066 14933, angle = 224, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 95300 20464, angle = 240, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 95620 22614, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 103975 19004, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 96256 24506, angle = 42, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 98453 26349, angle = 42, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 108296 13463, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 112220 14978, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 96830 42630, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 123570 47812, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 97465 30094, angle = 310, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 119761 42191, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 85218 24268, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 84490 23607, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 118572 44072, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 97992 31862, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 115981 32921, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 116267 32120, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 128072 24549, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 128031 23408, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 123945 56170, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 121286 57373, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 123556 60751, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 125021 60196, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 94739 19073, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 91318 57744, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 114048 50251, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 92820 56467, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 129705 42180, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 95735 56875, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 95990 60219, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 121415 59655, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 125345 57693, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 92344 57948, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 114949 40465, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 87566 48151, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 104835 60894, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 111045 39517, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 91002 15866, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 134944 55930, angle = 250, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 82156 38514, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 97267 44310, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 86624 42559, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 91744 47573, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 115131 50190, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 106875 51806, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 128413 42173, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 98048 50060, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 129609 35611, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 133984 30762, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 129896 27832, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 135735 19197, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 121835 11929, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 126031 17275, angle = 160, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 119849 27673, angle = 250, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 114935 29652, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 98866 17870, angle = 205, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 112848 45089, angle = 265, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 89062 60673, angle = 275, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 116256 57012, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 130681 45323, angle = 235, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 131769 22752, angle = 235, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 109153 27928, angle = 220, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 88978 35306, angle = 85, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 86942 15364, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 84173 19353, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 118070 53638, angle = 40, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 105404 56521, angle = 160, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 86842 57067, angle = -365, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 90966 23364, angle = 130, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 113581 21651, angle = 250, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 124865 11609, angle = 250, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 118741 10078, angle = 100, rTime = 120
[02-12 14:21:25]create bugbear813  pos = 94294 11384, angle = 220, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 89956 55182, angle = 100, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 82908 31762, angle = 220, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 82180 18016, angle = 115, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 83591 12277, angle = 115, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 103588 24937, angle = 40, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 127116 19436, angle = 160, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 134394 42697, angle = 280, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 111412 58684, angle = 55, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 83100 59779, angle = 55, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 80692 62862, angle = 10, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 82184 49429, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 107699 43909, angle = 235, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 104541 30191, angle = 235, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 131572 19788, angle = 10, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 91286 13095, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 91525 16345, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 89158 11346, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 89566 18620, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 87541 18820, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 85374 18153, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 83231 16132, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 84143 13309, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 85068 10503, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 87516 10721, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 89995 14052, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 88908 16986, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 86125 12279, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 85183 41967, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 93203 59871, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 108098 51890, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 86611 16690, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 85111 14890, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 88137 12509, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear815  pos = 86911 13911, angle = 145, rTime = 10800
[02-12 14:21:25]create bugbear812  pos = 128032 48343, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 101284 41511, angle = 190, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 128771 54812, angle = 115, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 129096 61881, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 133090 52175, angle = 235, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 133974 58572, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 120795 50491, angle = 310, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 131085 40297, angle = 310, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 126011 39320, angle = 265, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 135853 35546, angle = 265, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 128110 12352, angle = 265, rTime = 60
[02-12 14:21:25]create bugbear812  pos = 131735 13406, angle = 340, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 95831 17989, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 95615 17893, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 95083 17506, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 94956 17380, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 95877 16169, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 96927 14540, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 98149 13683, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 98661 13376, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 99538 13392, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 102527 11886, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 110399 11726, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 108559 11669, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 105325 12083, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 103184 13744, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 103262 18700, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 105691 18710, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 104399 16530, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 105826 15054, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 108366 14925, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 106540 17420, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 107212 18259, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 109867 18211, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 110022 19533, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 112350 17445, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 111902 13800, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 112408 11815, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 114650 12181, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 116562 13144, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 119413 14828, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 119062 14440, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 120940 19079, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 120170 21510, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 119131 23407, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 99040 50199, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 95929 40802, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 98320 14064, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 96599 58568, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 122014 47848, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear801  pos = 122500 56264, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 111991 17523, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 102827 16276, angle = 240, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 102636 18708, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 105788 18949, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 103872 17037, angle = 172, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 112714 13210, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 106308 15019, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 110160 19640, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 106545 17123, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 107287 15853, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 108567 14979, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 110129 17195, angle = 277, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 109509 16344, angle = 277, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 110671 15435, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 110089 18239, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 110247 13311, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 111489 12924, angle = 277, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 109799 14686, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 120228 21697, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 120158 19465, angle = 277, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 118928 23300, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 116694 25108, angle = 277, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 114917 25854, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 120236 18247, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 120160 17135, angle = 240, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 118946 14742, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 117315 14259, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 117155 12580, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 114766 11974, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 110227 11552, angle = 277, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 108317 11581, angle = 277, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 105292 11910, angle = 0, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 100969 13253, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 103326 14020, angle = 277, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 104832 16820, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 99738 13726, angle = 220, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 102814 11436, angle = 145, rTime = 120
